NPI,First_Name,Last_Name,License_Number,Network,Address,City,County,State,Zip_Code ,Phone_Number,Fax_Number,Specialty ,Date_Survey,Time_Survey,Survey_Completed,Urgent_Appointment_Date ,Urgent_Appointment_Time,Urg_Appt_Status,Non_Urgent_Appointment_Date, Non_Urgent_Appointment_Time,Non_Urg_Appt_Status
23-6158201,Christine,Sandoval,789-26-1007,KY Medicaid,276 Christopher Union,Louisville,Jefferson,Kentucky,40207,5028681100,5055808255,Family Medicine,3/16/22,2:30 PM,Yes,3/18/22,9:00 AM,Compliant,3/28/22,1:30 PM,Compliant
48-8447960,Natasha,Walker,781-76-5353,KY Medicaid,32417 Anna Point,Owensboro,Daviess,Kentucky,42303,5029662101,5056563876,Pediatrics,3/3/22,8:45 AM,Yes,3/8/22,1:00 PM,Noncompliant,3/28/22,2:00 PM,Compliant
50-5177846,Alison,Friedman,276-94-5942,KY Medicaid,303 Danielle Shores Suite 432,Lexington,Fayette,Kentucky,40509,5030870100,5057464084,Obstetrics/Gynecology,3/14/22,2:30 PM,Yes,3/21/22,8:30 AM,Noncompliant,5/11/22,1:30 PM,Noncompliant
02-6937064,Amanda,Brown,032-52-6676,KY Medicaid,10157 Jones Green Suite 899,Bowling Green,Warren,Kentucky,42101,5031264011,5058128755,Family Medicine,2/28/22,1:30 PM,Yes,3/7/22,7:00 AM,Noncompliant,4/27/22,2:30 PM,Noncompliant
53-4949240,Brian,Rodriguez,787-65-1451,KY Medicaid,568 Bird Flats,Frankfort,Franklin,Kentucky,40602,5032421100,5059499866,Internal Medicine,3/3/22,3:00 PM,Yes,3/7/22,8:45 AM,Noncompliant,3/14/22,1:30 PM,Compliant
46-2446184,Alan,Little,378-85-8958,KY Medicaid,914 Emily Rapids Suite 778,Owensboro,Daviess,Kentucky,42303,5033371212,5060222225,Family Medicine,3/8/22,3:00 PM,Yes,3/17/22,7:00 AM,Noncompliant,5/17/22,9:00 AM,Noncompliant
38-2222053,Sarah,Hartman,370-37-1245,KY Medicaid,56561 Larry Skyway Suite 964,Frankfort,Franklin,Kentucky,40602,5034255100,5061827324,Internal Medicine,3/3/22,8:00 AM,Yes,3/7/22,9:00 AM,Noncompliant,3/8/22,8:00 AM,Compliant
42-3323997,Michael,Arellano,270-52-8339,KY Medicaid,4997 Daniel Corner,Owensboro,Daviess,Kentucky,42303,5035876421,5062804172,Obstetrics/Gynecology,3/11/22,10:30 AM,Yes,3/14/22,3:00 PM,Noncompliant,4/27/22,8:45 AM,Noncompliant
83-6442463,Michael,Mcgee,455-35-4071,KY Medicaid,716 Zachary Landing,Lexington,Fayette,Kentucky,40509,5036084401,5063409324,General Practice,3/11/22,7:00 AM,Yes,3/16/22,7:30 AM,Noncompliant,5/2/22,4:00 PM,Noncompliant
98-3718636,Jacob,Bradley,122-45-2325,KY Medicaid,81748 Sherman Hill Suite 947,Lexington,Fayette,Kentucky,40509,5037755240,5064825623,Obstetrics/Gynecology,3/16/22,9:00 AM,Yes,3/18/22,10:30 AM,Noncompliant,5/12/22,4:00 PM,Noncompliant
37-0993580,Mitchell,May,029-47-0174,KY Medicaid,7583 Mcdowell Plaza,Lexington,Fayette,Kentucky,40502,5038866500,5065805274,Internal Medicine,3/3/22,9:00 AM,Yes,3/4/22,1:00 PM,Compliant,5/2/22,2:00 PM,Noncompliant
43-3110794,Brad,Lang,046-52-1871,KY Medicaid,42353 Johnson Mission,Frankfort,Franklin,Kentucky,40602,5039225388,5066963489,Family Medicine,3/18/22,8:30 AM,Yes,3/21/22,1:30 PM,Noncompliant,3/28/22,7:00 AM,Compliant
90-5464545,David,Gutierrez,735-99-6551,KY Medicaid,2255 Dudley Shoals Suite 371,Lexington,Fayette,Kentucky,40502,5040324321,5067403650,Family Medicine,3/16/22,3:00 PM,Yes,3/21/22,1:30 PM,Noncompliant,5/19/22,7:30 AM,Noncompliant
52-1198227,Jesse,Stuart,265-09-6397,KY Medicaid,5072 Joel Path Suite 674,Louisville,Jefferson,Kentucky,40207,5041172000,5068066389,Pediatrics,3/8/22,7:30 AM,Yes,3/18/22,1:30 PM,Noncompliant,3/25/22,8:45 AM,Compliant
41-6866917,Emily,Little,097-52-7622,KY Medicaid,32788 Smith Rue Suite 941,Owensboro,Daviess,Kentucky,42303,5042324211,5069799675,Family Medicine,3/16/22,3:00 PM,Yes,3/16/22,7:00 AM,Compliant,5/4/22,4:00 PM,Noncompliant
85-5509381,Jason,Rich,019-18-4669,KY Medicaid,55193 Carlos Mount,Lexington,Fayette,Kentucky,40502,5043623000,5070805752,Family Medicine,3/2/22,9:00 AM,Yes,3/18/22,8:45 AM,Noncompliant,3/22/22,3:00 PM,Compliant
32-2883312,Mark,Hebert,459-48-2323,KY Medicaid,41022 Smith Mall Suite 906,Frankfort,Franklin,Kentucky,40602,5044274800,5071297378,Family Medicine,3/7/22,2:00 PM,Yes,3/9/22,8:00 AM,Compliant,5/17/22,1:30 PM,Noncompliant
63-9305053,Amber,Pittman,433-86-6742,KY Medicaid,9381 Little Orchard,Owensboro,Daviess,Kentucky,42303,5045489343,5072207451,Pediatrics,3/15/22,8:45 AM,Yes,3/17/22,10:30 AM,Noncompliant,3/29/22,3:00 PM,Compliant
11-9633026,Nicholas,Walker,220-21-2113,KY Medicaid,7000 Adam Creek Suite 792,Lexington,Fayette,Kentucky,40502,5046650300,5073562371,Obstetrics/Gynecology,3/7/22,10:30 AM,Yes,3/15/22,1:00 PM,Noncompliant,5/12/22,8:45 AM,Noncompliant
14-7927666,Roy,Mullins,395-56-9231,KY Medicaid,28068 Angela Turnpike Suite 842,Louisville,Jefferson,Kentucky,40207,5047389451,5074908664,Obstetrics/Gynecology,3/3/22,1:30 PM,Yes,3/14/22,2:30 PM,Noncompliant,5/13/22,4:00 PM,Noncompliant
45-2511173,Nicole,Lee,715-68-7960,KY Medicaid,45650 Smith Field Suite 180,Frankfort,Franklin,Kentucky,40602,5048675000,5075667232,Pediatrics,3/10/22,2:00 PM,Yes,3/14/22,2:30 PM,Noncompliant,3/28/22,8:00 AM,Compliant
77-7496249,Charles,Meyer,213-41-9256,KY Medicaid,3697 Brown Canyon,Covington,Kenton,Kentucky,41012,5049752100,5076703895,General Practice,3/10/22,1:00 PM,Yes,3/14/22,7:30 AM,Noncompliant,3/18/22,2:00 PM,Compliant
11-0101394,Andrew,Villarreal,371-77-7494,KY Medicaid,02751 Willis Via,Covington,Kenton,Kentucky,41012,5050378559,5077462562,Pediatrics,2/24/22,4:00 PM,Yes,3/14/22,9:00 AM,Noncompliant,5/20/22,4:00 PM,Noncompliant
87-3204327,Julie,Pearson,476-48-2014,KY Medicaid,258 Wagner Crossroad,Louisville,Jefferson,Kentucky,40207,5051451000,5078226474,General Practice,3/8/22,2:00 PM,Yes,3/9/22,7:00 AM,Compliant,4/21/22,1:00 PM,Noncompliant
50-9796848,Renee,Larson,418-44-4193,KY Medicaid,81406 Anderson Shore Suite 494,Covington,Kenton,Kentucky,41012,5052371700,5079992125,Obstetrics/Gynecology,3/7/22,8:45 AM,Yes,3/18/22,7:00 AM,Noncompliant,4/1/22,7:00 AM,Compliant
77-8450142,Jessica,Carson,021-19-6578,KY Medicaid,954 Sarah Avenue,Lexington,Fayette,Kentucky,40502,5053664141,5080804442,Obstetrics/Gynecology,3/7/22,3:00 PM,Yes,3/17/22,8:45 AM,Noncompliant,3/25/22,8:00 AM,Compliant
46-7109346,Mary,Brown,369-16-9301,KY Medicaid,39194 Elizabeth Villages Suite 900,Bowling Green,Warren,Kentucky,42101,5054232115,5081893235,General Practice,2/21/22,3:00 PM,Yes,3/9/22,4:00 PM,Noncompliant,3/29/22,7:30 AM,Noncompliant
31-5426442,Sandra,Rodriguez,777-82-0909,KY Medicaid,3298 Pittman Key,Owensboro,Daviess,Kentucky,42303,5055895000,5082362856,Pediatrics,2/24/22,2:00 PM,Yes,2/28/22,9:00 AM,Noncompliant,3/22/22,1:30 PM,Compliant
60-6680083,Darlene,Powell,834-28-8516,KY Medicaid,25687 Alexa Courts Suite 287,Covington,Kenton,Kentucky,41012,5056562195,5083325874,Family Medicine,3/18/22,9:00 AM,Yes,3/21/22,4:00 PM,Noncompliant,4/22/22,1:30 PM,Noncompliant
22-4678421,David,Galvan,802-42-8448,KY Medicaid,516 Jacobs Mews Suite 670,Frankfort,Franklin,Kentucky,40602,5057474300,5084868492,Internal Medicine,3/15/22,2:00 PM,Yes,3/18/22,2:00 PM,Noncompliant,5/5/22,10:30 AM,Noncompliant
51-9695104,Michael,Mayer,615-04-5200,KY Medicaid,28446 Perez Circles Suite 214,Frankfort,Franklin,Kentucky,40602,5058125220,5085324844,Pediatrics,2/24/22,2:30 PM,Yes,3/14/22,3:00 PM,Noncompliant,4/27/22,8:00 AM,Noncompliant
58-9691509,Kristy,Hicks,408-15-4664,KY Medicaid,87861 Julia Landing,Lexington,Fayette,Kentucky,40502,5059442444,5086267836,Pediatrics,3/2/22,8:45 AM,Yes,3/2/22,1:30 PM,Compliant,4/21/22,9:00 AM,Noncompliant
1083969893,ELBISTAN,DILEK,385-10-4199,KY Medicaid,3132 Parks Prairie Suite 695,Bowling Green,Warren,Kentucky,42101,5060235211,5087865985,Obstetrics/Gynecology,3/3/22,1:00 PM,Yes,3/16/22,2:00 PM,Noncompliant,3/21/22,4:00 PM,Compliant
1093210338,CECIL,EMILY,319-40-3180,KY Medicaid,50374 Martin Prairie Suite 052,Bowling Green,Warren,Kentucky,42101,5061856401,5088767433,Family Medicine,2/22/22,2:00 PM,Yes,3/14/22,8:45 AM,Noncompliant,3/24/22,8:30 AM,Compliant
93-6666878,Kayla,Peters,439-40-6657,KY Medicaid,917 Mejia Causeway,Louisville,Jefferson,Kentucky,40207,5062874011,5089593012,Pediatrics,3/7/22,7:00 AM,Yes,3/18/22,3:00 PM,Noncompliant,3/22/22,2:00 PM,Compliant
68-4769929,Anna,Collier,563-26-6009,KY Medicaid,0197 Timothy Harbor,Covington,Kenton,Kentucky,41012,5063492351,5090995723,General Practice,3/14/22,1:00 PM,Yes,3/16/22,9:00 AM,Compliant,3/28/22,10:30 AM,Compliant
37-6332859,Thomas,Blake,654-19-0121,KY Medicaid,34356 Jason Mission,Frankfort,Franklin,Kentucky,40602,5064844656,5091209882,General Practice,3/3/22,9:00 AM,Yes,3/3/22,2:00 PM,Compliant,5/3/22,4:00 PM,Noncompliant
56-2960692,Sarah,Smith,379-78-1073,KY Medicaid,382 Shawn Island Suite 311,Louisville,Jefferson,Kentucky,40207,5065836503,5092296233,Internal Medicine,3/11/22,4:00 PM,Yes,3/14/22,8:45 AM,Noncompliant,5/17/22,7:30 AM,Noncompliant
13-8696142,Alexander,Nguyen,424-94-0730,KY Medicaid,356 Mccoy Motorway Suite 353,Louisville,Jefferson,Kentucky,40207,5066985104,5093626298,General Practice,3/8/22,10:30 AM,Yes,3/9/22,9:00 AM,Compliant,4/21/22,10:30 AM,Noncompliant
52-2362187,Francis,Long,751-95-6957,KY Medicaid,81654 Lacey Burg Suite 594,Lexington,Fayette,Kentucky,40502,5067433186,5094302514,Pediatrics,3/18/22,3:00 PM,Yes,3/21/22,8:30 AM,Noncompliant,3/24/22,3:00 PM,Compliant
82-4492462,Cody,Russell,547-48-3008,KY Medicaid,34105 Theresa Station Suite 304,Covington,Kenton,Kentucky,41012,5068012000,5095602987,Internal Medicine,3/18/22,3:00 PM,Yes,3/21/22,7:00 AM,Noncompliant,4/21/22,8:30 AM,Noncompliant
35-8459707,Megan,Garcia,743-99-1747,KY Medicaid,1930 Mary Place,Louisville,Jefferson,Kentucky,40207,5069723100,5096592606,Pediatrics,2/25/22,4:00 PM,Yes,2/28/22,9:00 AM,Noncompliant,2/28/22,1:30 PM,Compliant
56-9206854,Robin,Odom,247-51-1572,KY Medicaid,367 Parker Summit Suite 068,Louisville,Jefferson,Kentucky,40207,5070882299,5097763773,Obstetrics/Gynecology,3/15/22,7:00 AM,Yes,3/18/22,7:30 AM,Noncompliant,5/6/22,4:00 PM,Noncompliant
56-7511583,Nathaniel,Johnson,105-10-6494,KY Medicaid,48260 Amanda Grove Suite 119,Bowling Green,Warren,Kentucky,42101,5071233131,5098865464,General Practice,3/17/22,1:00 PM,Yes,3/18/22,7:30 AM,Compliant,4/5/22,8:30 AM,Compliant
48-0615537,Michael,Smith,140-43-2991,KY Medicaid,25189 Anne Shores Suite 208,Covington,Kenton,Kentucky,41012,5072298000,5099908277,Family Medicine,3/18/22,1:30 PM,Yes,3/21/22,4:00 PM,Noncompliant,3/25/22,1:30 PM,Compliant
05-1189722,Grant,Smith,429-60-9610,KY Medicaid,0139 Wright Glens,Lexington,Fayette,Kentucky,40502,5073514585,5100107931,Pediatrics,3/11/22,4:00 PM,Yes,3/21/22,9:00 AM,Noncompliant,4/19/22,8:45 AM,Noncompliant
63-9871871,Michelle,Mcdaniel,680-24-7343,KY Medicaid,422 Sherry Harbors,Bowling Green,Warren,Kentucky,42101,5074987411,5101903844,General Practice,3/16/22,1:00 PM,Yes,3/21/22,4:00 PM,Noncompliant,4/21/22,9:00 AM,Noncompliant
34-9339373,Stephen,Anderson,376-36-6012,KY Medicaid,177 Hunter Unions,Covington,Kenton,Kentucky,41012,5075606104,5102604879,Obstetrics/Gynecology,3/3/22,7:30 AM,Yes,3/17/22,2:30 PM,Noncompliant,5/17/22,7:30 AM,Noncompliant
98-6474344,Harold,Washington,712-13-3843,KY Medicaid,249 Green Spurs,Bowling Green,Warren,Kentucky,42101,5076773400,5103303388,Family Medicine,3/16/22,2:00 PM,Yes,3/18/22,7:00 AM,Compliant,3/21/22,3:00 PM,Compliant
64-9714293,Jacqueline,Perkins,859-77-5887,KY Medicaid,544 Randy Parks Suite 893,Bowling Green,Warren,Kentucky,42101,5077464175,5104364396,Internal Medicine,2/23/22,8:30 AM,Yes,3/3/22,4:00 PM,Noncompliant,5/5/22,1:30 PM,Noncompliant
92-6558928,Lance,Mitchell,435-93-0083,KY Medicaid,6406 Huff Mountains Suite 353,Covington,Kenton,Kentucky,41012,5078277700,5105999873,General Practice,3/7/22,8:00 AM,Yes,3/9/22,1:30 PM,Noncompliant,4/26/22,9:00 AM,Noncompliant
88-1845835,Justin,Benson,370-57-1547,KY Medicaid,391 Richard Vista,Louisville,Jefferson,Kentucky,40207,5079931000,5106592392,General Practice,3/2/22,9:00 AM,Yes,3/15/22,7:30 AM,Noncompliant,3/28/22,3:00 PM,Compliant
41-0383263,Samantha,Ingram,715-15-0122,KY Medicaid,4678 Mary Dale Suite 835,Covington,Kenton,Kentucky,41012,5080844753,5107805223,General Practice,3/11/22,1:00 PM,Yes,3/15/22,9:00 AM,Noncompliant,3/15/22,4:00 PM,Compliant
46-8612986,Howard,Figueroa,165-55-7424,KY Medicaid,27357 Mary Grove Suite 892,Covington,Kenton,Kentucky,41012,5081879231,5108568868,General Practice,3/7/22,1:00 PM,Yes,3/9/22,9:00 AM,Compliant,5/18/22,2:00 PM,Noncompliant
62-9259358,Martha,Carney,847-46-5349,KY Medicaid,39081 Montgomery Shoal,Louisville,Jefferson,Kentucky,40207,5082388000,5109365738,Pediatrics,3/16/22,8:30 AM,Yes,3/16/22,7:30 AM,Compliant,3/16/22,1:00 PM,Compliant
73-1203150,Grace,Booth,323-91-7001,KY Medicaid,762 Julian Club,Lexington,Fayette,Kentucky,40502,5083396600,5110606514,Internal Medicine,3/3/22,3:00 PM,Yes,3/14/22,9:00 AM,Noncompliant,4/13/22,8:30 AM,Noncompliant
41-8093094,Joseph,Harris,315-56-1460,KY Medicaid,103 Austin Corner,Covington,Kenton,Kentucky,41012,5084873600,5111606925,Obstetrics/Gynecology,3/16/22,7:00 AM,Yes,3/21/22,7:30 AM,Noncompliant,4/28/22,10:30 AM,Noncompliant
94-6586160,Ann,Jones,693-32-1249,KY Medicaid,08204 White Mission,Frankfort,Franklin,Kentucky,40602,5085392409,5112398248,Internal Medicine,2/18/22,8:45 AM,Yes,2/21/22,1:00 PM,Noncompliant,4/5/22,4:00 PM,Noncompliant
25-3447403,Lynn,Hunt,610-02-7521,KY Medicaid,188 Cassandra View Suite 037,Frankfort,Franklin,Kentucky,40602,5086223215,5113706222,Obstetrics/Gynecology,2/25/22,7:30 AM,Yes,3/1/22,8:00 AM,Noncompliant,3/4/22,7:00 AM,Compliant
74-9958732,James,Trujillo,427-52-5736,KY Medicaid,7150 James Drives,Owensboro,Daviess,Kentucky,42303,5087868511,8593107621,Internal Medicine,2/25/22,2:00 PM,Yes,3/1/22,10:30 AM,Noncompliant,4/22/22,1:30 PM,Noncompliant
61-7321182,Cassandra,Price,282-95-9166,KY Medicaid,8941 Yolanda Crest,Covington,Kenton,Kentucky,41012,5088738100,8592368333,General Practice,3/10/22,2:30 PM,Yes,3/16/22,1:30 PM,Noncompliant,3/21/22,8:30 AM,Compliant
93-4736358,Christopher,Johnston,852-02-3127,KY Medicaid,23942 Thompson Trail Suite 499,Covington,Kenton,Kentucky,41012,5089514159,8595263654,Obstetrics/Gynecology,3/11/22,4:00 PM,Yes,3/21/22,3:00 PM,Noncompliant,5/17/22,9:00 AM,Noncompliant
53-3876344,Katherine,Douglas,359-46-6715,KY Medicaid,6117 Jennifer Islands,Owensboro,Daviess,Kentucky,42303,5090925145,8598623505,Family Medicine,3/3/22,2:30 PM,Yes,3/8/22,8:30 AM,Noncompliant,5/9/22,2:00 PM,Noncompliant
94-2350926,Matthew,Dean,221-74-2750,KY Medicaid,29069 Scott Dam,Frankfort,Franklin,Kentucky,40602,5091248240,8596798792,Internal Medicine,2/28/22,9:00 AM,Yes,3/3/22,1:30 PM,Noncompliant,4/21/22,8:45 AM,Noncompliant
71-7584558,Valerie,Lee,245-31-6101,KY Medicaid,3617 Jesse Ferry,Bowling Green,Warren,Kentucky,42101,5092222800,8592567893,Internal Medicine,3/9/22,10:30 AM,Yes,3/17/22,2:30 PM,Noncompliant,3/28/22,9:00 AM,Compliant
14-5025530,Samuel,Vasquez,242-94-6066,KY Medicaid,9530 Garcia Drives Suite 168,Lexington,Fayette,Kentucky,40502,5093621100,8597828978,Family Medicine,3/7/22,8:00 AM,Yes,3/10/22,2:30 PM,Noncompliant,3/17/22,3:00 PM,Compliant
43-3810555,Katherine,Moss,473-66-7126,KY Medicaid,30884 Victoria Groves Suite 649,Owensboro,Daviess,Kentucky,42302,5094333600,8598662183,Family Medicine,2/25/22,1:00 PM,Yes,3/1/22,1:00 PM,Noncompliant,3/28/22,8:30 AM,Noncompliant
80-5751786,Jonathan,Rosales,118-22-5784,KY Medicaid,979 Jonathan Alley,Owensboro,Daviess,Kentucky,42302,5095654788,8592605984,Family Medicine,2/28/22,9:00 AM,Yes,3/9/22,1:30 PM,Noncompliant,5/3/22,7:00 AM,Noncompliant
71-2155075,Jasmine,Wells,551-11-3380,KY Medicaid,06868 Lawson Station,Owensboro,Daviess,Kentucky,42302,5096505000,8598809655,General Practice,3/1/22,9:00 AM,Yes,3/9/22,10:30 AM,Noncompliant,3/21/22,2:00 PM,Compliant
36-8451183,John,Jordan,505-22-7782,KY Medicaid,1778 Johnson Cape Suite 710,Frankfort,Franklin,Kentucky,40602,5097792300,8597297345,Pediatrics,3/14/22,4:00 PM,Yes,3/14/22,2:30 PM,Compliant,3/22/22,7:00 AM,Compliant
94-5481940,Jerry,Miller,731-75-2073,KY Medicaid,6708 Kevin Village,Frankfort,Franklin,Kentucky,40602,5098893511,8592463373,Pediatrics,3/1/22,8:30 AM,Yes,3/3/22,1:30 PM,Noncompliant,3/29/22,7:30 AM,Compliant
30-2162543,Charles,Johnston,558-69-4745,KY Medicaid,533 Delgado Mission Suite 309,Frankfort,Franklin,Kentucky,40602,5099978100,8597394975,Pediatrics,2/25/22,1:00 PM,Yes,3/1/22,9:00 AM,Noncompliant,2/28/22,1:00 PM,Compliant
38-8326260,James,Jennings,121-83-3859,KY Medicaid,0397 Yates Station,Louisville,Jefferson,Kentucky,40211,5100183500,8598267595,Pediatrics,2/21/22,8:30 AM,Yes,3/21/22,2:30 PM,Noncompliant,5/6/22,1:00 PM,Noncompliant
10-4198633,Kenneth,Quinn,226-53-5903,KY Medicaid,4400 Mia Row,Louisville,Jefferson,Kentucky,40211,5101984800,8593867876,General Practice,2/24/22,8:30 AM,Yes,2/25/22,7:00 AM,Compliant,2/25/22,7:30 AM,Compliant
83-3749798,Tammy,White,057-28-1255,KY Medicaid,21034 Johnson Vista Suite 811,Covington,Kenton,Kentucky,41012,5102655281,8594007567,Pediatrics,3/3/22,7:00 AM,Yes,3/14/22,2:00 PM,Noncompliant,3/22/22,2:00 PM,Compliant
92-1470716,Robert,Turner,116-48-0196,KY Medicaid,729 Jordan Way,Lexington,Fayette,Kentucky,40502,5103345441,8598766333,Obstetrics/Gynecology,2/28/22,8:00 AM,Yes,3/11/22,10:30 AM,Noncompliant,4/11/22,2:00 PM,Noncompliant
65-2964577,Patricia,Alvarez,297-57-1086,KY Medicaid,682 Mark Club Suite 675,Covington,Kenton,Kentucky,41012,5104373051,8599804653,Obstetrics/Gynecology,2/24/22,2:30 PM,Yes,3/1/22,8:30 AM,Noncompliant,3/18/22,8:30 AM,Compliant
86-6819500,Rachel,Austin,324-98-1025,KY Medicaid,02253 Hunt Islands,Owensboro,Daviess,Kentucky,42302,5105975018,8592266666,Internal Medicine,3/8/22,9:00 AM,Yes,3/10/22,7:00 AM,Compliant,4/22/22,8:45 AM,Noncompliant
85-7934143,Jonathan,Bauer,648-39-3523,KY Medicaid,0637 Ronald Passage Suite 996,Lexington,Fayette,Kentucky,40502,5106595311,8597363306,Family Medicine,2/23/22,7:30 AM,Yes,3/9/22,3:00 PM,Noncompliant,4/4/22,2:00 PM,Noncompliant
71-9693544,Natalie,Roberts,568-49-4201,KY Medicaid,92738 Irwin Cape,Louisville,Jefferson,Kentucky,40211,5107876275,8594166722,General Practice,2/18/22,8:00 AM,Yes,3/15/22,8:45 AM,Noncompliant,4/22/22,3:00 PM,Noncompliant
99-2260434,Lori,Richards,379-88-0965,KY Medicaid,669 Charles Radial Suite 757,Louisville,Jefferson,Kentucky,40211,5108567000,8599370100,General Practice,3/2/22,8:30 AM,Yes,3/21/22,2:30 PM,Noncompliant,3/28/22,8:30 AM,Compliant
23-0940459,Brandy,Salas,186-85-8892,KY Medicaid,0735 Bush Turnpike,Covington,Kenton,Kentucky,41012,5109333500,8595664011,Internal Medicine,3/7/22,2:00 PM,Yes,3/14/22,1:00 PM,Noncompliant,4/6/22,8:30 AM,Compliant
30-4551393,Julia,Rogers,256-18-1814,KY Medicaid,6979 Sandra Valleys Suite 288,Owensboro,Daviess,Kentucky,42302,5110653561,8595221100,Obstetrics/Gynecology,3/8/22,1:00 PM,Yes,3/8/22,1:30 PM,Compliant,5/12/22,1:00 PM,Noncompliant
85-7648341,Regina,Moore,171-04-9646,KY Medicaid,2041 Ian Passage Suite 681,Owensboro,Daviess,Kentucky,42302,5111666000,8593471212,Pediatrics,3/17/22,10:30 AM,Yes,3/18/22,2:00 PM,Compliant,5/11/22,7:30 AM,Noncompliant
76-5901196,Stephanie,Vasquez,631-28-4414,KY Medicaid,7745 Jasmine Inlet Suite 676,Owensboro,Daviess,Kentucky,42302,5112306000,8593655100,Pediatrics,3/3/22,1:30 PM,Yes,3/18/22,1:30 PM,Noncompliant,5/9/22,4:00 PM,Noncompliant
38-3566795,Jessica,Campos,409-94-8479,KY Medicaid,2137 Bennett Locks Suite 969,Owensboro,Daviess,Kentucky,42302,5113722901,8596376421,Pediatrics,3/18/22,8:00 AM,Yes,3/21/22,3:00 PM,Noncompliant,4/1/22,4:00 PM,Compliant
01-2949496,Kelli,Stewart,277-30-0106,KY Medicaid,8053 Samantha Throughway Suite 801,Frankfort,Franklin,Kentucky,40602,8593131000,8599684401,Internal Medicine,2/25/22,8:45 AM,Yes,2/28/22,10:30 AM,Noncompliant,3/28/22,8:30 AM,Noncompliant
71-3511451,Jeffery,Ruiz,534-91-2184,KY Medicaid,3256 Sara Forges Suite 262,Covington,Kenton,Kentucky,41013,8592342300,8595755240,Obstetrics/Gynecology,3/18/22,10:30 AM,Yes,3/22/22,10:30 AM,Noncompliant,3/28/22,8:30 AM,Compliant
98-1710769,Larry,Houston,200-25-7237,KY Medicaid,7153 Chang Junctions Suite 637,Covington,Kenton,Kentucky,41013,8595281212,8597366500,General Practice,3/11/22,7:30 AM,Yes,3/15/22,10:30 AM,Noncompliant,5/16/22,7:30 AM,Noncompliant
36-0606930,Denise,Gonzalez,394-85-2615,KY Medicaid,559 Brewer Way,Frankfort,Franklin,Kentucky,40602,8598642511,8597425388,Internal Medicine,3/3/22,8:00 AM,Yes,3/9/22,7:00 AM,Noncompliant,5/13/22,9:00 AM,Noncompliant
92-3440803,Philip,Johnson,418-39-4494,KY Medicaid,37958 Baker Well Suite 063,Owensboro,Daviess,Kentucky,42302,8596797441,8592324321,Obstetrics/Gynecology,3/11/22,4:00 PM,Yes,3/15/22,2:30 PM,Noncompliant,3/25/22,4:00 PM,Compliant
99-7273258,Angelica,Ramirez,648-95-6002,KY Medicaid,231 Donna Mountain,Lexington,Fayette,Kentucky,40502,8592599400,8598672000,Internal Medicine,3/14/22,8:00 AM,Yes,3/17/22,8:00 AM,Noncompliant,4/25/22,8:00 AM,Noncompliant
63-1540490,Christian,Sanders,158-62-0913,KY Medicaid,7795 Spencer Inlet Suite 062,Bowling Green,Warren,Kentucky,42101,8597862191,8597224211,Internal Medicine,2/18/22,8:00 AM,Yes,2/23/22,1:30 PM,Noncompliant,3/14/22,10:30 AM,Compliant
32-4972726,Christopher,Lam,175-29-5236,KY Medicaid,89192 Mitchell Prairie,Louisville,Jefferson,Kentucky,40211,8598681100,8593823000,Internal Medicine,3/10/22,10:30 AM,Yes,3/18/22,9:00 AM,Noncompliant,3/28/22,9:00 AM,Compliant
98-8070125,David,White,402-18-0163,KY Medicaid,270 Stephanie Neck,Covington,Kenton,Kentucky,41013,8592662101,8592574800,Internal Medicine,2/28/22,8:45 AM,Yes,3/17/22,4:00 PM,Noncompliant,3/28/22,1:00 PM,Compliant
61-1176568,Michele,Miller,254-98-1716,KY Medicaid,50953 Jon Lake Suite 215,Louisville,Jefferson,Kentucky,40211,8598870100,8596489343,Internal Medicine,2/24/22,4:00 PM,Yes,3/1/22,7:00 AM,Noncompliant,4/25/22,7:00 AM,Noncompliant
39-6019205,Gregory,Flores,244-02-0333,KY Medicaid,61755 Amy Hollow Suite 966,Owensboro,Daviess,Kentucky,42302,8597264011,8592150300,General Practice,2/24/22,7:00 AM,Yes,2/28/22,7:30 AM,Noncompliant,5/18/22,9:00 AM,Noncompliant
91-0471399,Joel,Richards,091-89-4139,KY Medicaid,1705 Clark Spur Suite 452,Covington,Kenton,Kentucky,41013,8592421100,8594489451,Internal Medicine,2/18/22,2:00 PM,Yes,3/14/22,8:00 AM,Noncompliant,3/21/22,8:00 AM,Noncompliant
80-6070558,Lindsey,Flores,425-56-1460,KY Medicaid,561 Paul Orchard Suite 434,Louisville,Jefferson,Kentucky,40211,8597371212,8593275000,Family Medicine,2/28/22,8:45 AM,Yes,3/1/22,1:30 PM,Compliant,4/6/22,4:00 PM,Noncompliant
57-3722722,Diane,Gutierrez,081-15-7336,KY Medicaid,0105 Michael Coves Suite 054,Lexington,Fayette,Kentucky,40502,8598255100,8592852100,Pediatrics,3/17/22,10:30 AM,Yes,3/21/22,7:30 AM,Noncompliant,3/28/22,7:00 AM,Compliant
39-7716993,Emily,Powell,818-77-1066,KY Medicaid,05501 Denise Wells Suite 739,Covington,Kenton,Kentucky,41013,8593876421,8595878559,General Practice,3/3/22,2:00 PM,Yes,3/17/22,2:00 PM,Noncompliant,4/6/22,8:00 AM,Noncompliant
